Substance,Unit,Supply Chain Emission Factors without Margins,Margins of Supply Chain Emission Factors,Supply Chain Emission Factors with Margins,DQ ReliabilityScore of Factors without Margins,DQ TemporalCorrelation of Factors without Margins,DQ GeographicalCorrelation of Factors without Margins,DQ TechnologicalCorrelation of Factors without Margins,DQ DataCollection of Factors without Margins,Source
2,0,0.0,0,0.0,4,3,1,4,1,1
3,1,0.021,0,0.021,4,3,1,5,1,1
0,0,0.144,0,0.144,4,3,1,3,1,1
1,0,0.001,0,0.001,4,3,1,2,1,1
2,0,0.0,0,0.0,4,3,1,4,1,1
3,1,0.009,0,0.009,4,3,1,5,1,1
0,0,1.259,0,1.259,4,3,1,1,1,1
1,0,0.033,0,0.033,4,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.012,0,0.012,4,3,1,5,1,1
0,0,0.24,0,0.24,3,3,1,3,1,1
1,0,0.002,0,0.002,4,3,1,2,1,1
2,0,0.0,0,0.0,4,3,1,4,1,1
3,1,0.004,0,0.004,4,3,1,4,1,1
0,0,0.192,0,0.192,3,3,1,3,1,1
1,0,0.001,0,0.001,4,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.003,0,0.003,3,3,1,4,1,1
0,0,0.515,0,0.515,4,3,1,4,1,1
1,0,0.003,0,0.003,4,3,1,2,1,1
2,0,0.0,0,0.0,4,3,1,4,1,1
3,1,0.003,0,0.003,3,3,1,3,1,1
0,0,0.821,0,0.821,2,3,1,2,1,1
1,0,0.002,0,0.002,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,2,1,1
3,1,0.005,0,0.005,3,3,1,3,1,1
0,0,0.225,0,0.225,3,3,1,3,1,1
1,0,0.001,0,0.001,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.003,0,0.003,3,3,1,3,1,1
0,0,0.131,0,0.131,3,3,1,3,1,1
1,0,0.0,0,0.0,4,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.002,0,0.002,3,3,1,3,1,1
0,0,0.124,0.003,0.128,3,3,1,3,1,1
1,0,0.0,0,0.0,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.002,0,0.002,3,3,1,3,1,1
0,0,0.143,0.005,0.148,3,3,1,3,1,1
1,0,0.001,0,0.001,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.002,0,0.002,3,3,1,3,1,1
0,0,0.111,0.071,0.183,3,3,1,3,1,1
1,0,0.0,0,0.001,4,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.003,0,0.003,3,3,1,3,1,1
0,0,0.058,0.008,0.067,3,3,1,3,1,1
1,0,0.0,0,0.0,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.001,0,0.001,3,3,1,3,1,1
0,0,0.059,0.041,0.1,3,3,1,3,1,1
1,0,0.0,0,0.0,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.001,0,0.001,4,3,1,4,1,1
0,0,0.027,0.009,0.036,3,3,1,3,1,1
1,0,0.0,0,0.0,4,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.001,0,0.001,3,3,1,3,1,1
0,0,0.041,0.038,0.079,3,3,1,3,1,1
1,0,0.0,0,0.0,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.007,0,0.007,4,3,1,5,1,1
0,0,0.091,0,0.091,3,3,1,3,1,1
1,0,0.0,0,0.0,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.03,0,0.03,4,3,1,5,1,1
0,0,0.098,0,0.098,3,3,1,3,1,1
1,0,0.0,0,0.0,4,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.003,0,0.003,3,3,1,3,1,1
0,0,0.136,0,0.136,3,3,1,3,1,1
1,0,0.0,0,0.0,4,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.004,0,0.004,3,3,1,3,1,1
0,0,0.14,0,0.14,3,3,1,3,1,1
1,0,0.001,0,0.001,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.003,0,0.003,3,3,1,3,1,1
0,0,0.178,0,0.178,3,3,1,3,1,1
1,0,0.001,0,0.001,4,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.008,0,0.008,4,3,1,4,1,1
0,0,0.138,0,0.138,3,3,1,3,1,1
1,0,0.0,0,0.0,4,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.003,0,0.003,3,3,1,3,1,1
0,0,0.118,0,0.118,2,3,1,3,1,1
1,0,0.0,0,0.0,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.001,0,0.001,3,3,1,3,1,1
0,0,0.079,0,0.079,3,3,1,3,1,1
1,0,0.0,0,0.0,4,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.001,0,0.001,3,3,1,4,1,1
0,0,0.119,0,0.119,3,3,1,3,1,1
1,0,0.001,0,0.001,4,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.002,0,0.002,4,3,1,4,1,1
0,0,0.081,0,0.081,3,3,1,3,1,1
1,0,0.0,0,0.0,4,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.001,0,0.001,3,3,1,4,1,1
0,0,0.03,0,0.03,3,3,1,3,1,1
1,0,0.0,0,0.0,2,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.001,0,0.001,4,3,1,4,1,1
0,0,0.045,0,0.045,3,3,1,3,1,1
1,0,0.0,0,0.0,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.001,0,0.001,4,3,1,4,1,1
0,0,0.039,0,0.039,3,3,1,3,1,1
1,0,0.0,0,0.0,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.001,0,0.001,4,3,1,4,1,1
0,0,0.177,0,0.177,3,3,1,4,1,1
1,0,0.001,0,0.001,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.002,0,0.002,3,3,1,4,1,1
0,0,0.085,0,0.085,3,3,1,3,1,1
1,0,0.0,0,0.0,4,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.001,0,0.001,3,3,1,4,1,1
0,0,0.026,0,0.026,3,3,1,3,1,1
1,0,0.0,0,0.0,4,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.002,0,0.002,4,3,1,5,1,1
0,0,0.005,0,0.005,3,3,1,3,1,1
1,0,0.0,0,0.0,4,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.0,0,0.0,4,3,1,5,1,1
0,0,0.54,0,0.54,3,3,1,3,1,1
1,0,0.002,0,0.002,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.005,0,0.005,3,3,1,4,1,1
0,0,0.262,0,0.262,3,3,1,4,1,1
1,0,0.001,0,0.001,4,3,1,1,1,1
2,0,0.0,0,0.0,4,3,1,3,1,1
3,1,0.003,0,0.003,3,3,1,3,1,1
0,0,0.164,0,0.164,3,3,1,3,1,1
1,0,0.001,0,0.001,4,3,1,1,1,1
2,0,0.0,0,0.0,4,3,1,3,1,1
3,1,0.008,0,0.008,4,3,1,4,1,1
0,0,0.158,0,0.158,3,3,1,3,1,1
1,0,0.001,0,0.001,4,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.002,0,0.002,3,3,1,3,1,1
0,0,0.072,0,0.072,3,3,1,3,1,1
1,0,0.0,0,0.0,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.001,0,0.001,3,3,1,4,1,1
0,0,0.084,0,0.084,3,3,1,3,1,1
1,0,0.0,0,0.0,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.001,0,0.001,4,3,1,4,1,1
0,0,0.067,0,0.067,3,3,1,3,1,1
1,0,0.0,0,0.0,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.001,0,0.001,4,3,1,4,1,1
0,0,0.138,0,0.138,3,3,1,3,1,1
1,0,0.001,0,0.001,4,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.003,0,0.003,3,3,1,3,1,1
0,0,0.101,0,0.101,3,3,1,3,1,1
1,0,0.0,0,0.0,4,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.002,0,0.002,3,3,1,3,1,1
0,0,0.045,0,0.045,3,3,1,3,1,1
1,0,0.0,0,0.0,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.001,0,0.001,3,3,1,3,1,1
0,0,0.059,0,0.059,3,3,1,3,1,1
1,0,0.0,0,0.0,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.008,0,0.008,4,3,1,4,1,1
0,0,0.093,0,0.093,3,3,1,3,1,1
1,0,0.0,0,0.0,4,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.002,0,0.002,3,3,1,3,1,1
0,0,0.083,0,0.083,3,3,1,3,1,1
1,0,0.0,0,0.0,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.002,0,0.002,4,3,1,4,1,1
0,0,0.076,0,0.076,3,3,1,3,1,1
1,0,0.0,0,0.0,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.001,0,0.001,4,3,1,4,1,1
0,0,0.157,0,0.157,3,3,1,3,1,1
1,0,0.001,0,0.001,3,3,1,1,1,1
2,0,0.0,0,0.0,4,3,1,4,1,1
3,1,0.003,0,0.003,3,3,1,3,1,1
0,0,0.112,0,0.112,3,3,1,3,1,1
1,0,0.0,0,0.0,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,2,1,1
3,1,0.003,0,0.003,4,3,1,4,1,1
0,0,0.129,0,0.129,3,3,1,3,1,1
1,0,0.0,0,0.0,4,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.002,0,0.002,3,3,1,3,1,1
0,0,0.117,0,0.117,3,3,1,3,1,1
1,0,0.001,0,0.001,3,3,1,1,1,1
2,0,0.0,0,0.0,4,3,1,4,1,1
3,1,0.002,0,0.002,3,3,1,3,1,1
0,0,0.096,0,0.096,3,3,1,3,1,1
1,0,0.0,0,0.0,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.002,0,0.002,3,3,1,3,1,1
0,0,0.158,0,0.158,2,3,1,3,1,1
1,0,0.0,0,0.0,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.002,0,0.002,3,3,1,3,1,1
0,0,0.106,0,0.106,3,3,1,3,1,1
1,0,0.001,0,0.001,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.002,0,0.002,3,3,1,4,1,1
0,0,0.264,0,0.264,3,3,1,3,1,1
1,0,0.001,0,0.001,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.005,0,0.005,3,3,1,2,1,1
0,0,0.042,0,0.042,3,3,1,3,1,1
1,0,0.0,0,0.0,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.001,0,0.001,4,3,1,4,1,1
0,0,0.132,0,0.132,3,3,1,3,1,1
1,0,0.001,0,0.001,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.002,0,0.002,3,3,1,3,1,1
0,0,0.114,0,0.114,3,3,1,3,1,1
1,0,0.001,0,0.001,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.003,0,0.003,4,3,1,4,1,1
0,0,0.1,0,0.1,3,3,1,3,1,1
1,0,0.0,0,0.0,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.002,0,0.002,3,3,1,3,1,1
0,0,0.174,0,0.174,3,3,1,3,1,1
1,0,0.001,0,0.001,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,2,1,1
3,1,0.013,0,0.013,4,3,1,5,1,1
0,0,0.142,0,0.142,3,3,1,3,1,1
1,0,0.001,0,0.001,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.004,0,0.004,4,3,1,4,1,1
0,0,0.331,0,0.331,3,3,1,2,1,1
1,0,0.061,0,0.061,2,3,1,1,1,1
2,0,0.0,0,0.0,4,3,1,1,1,1
3,1,0.014,0,0.014,4,3,1,4,1,1
0,0,0.165,0,0.165,3,3,1,4,1,1
1,0,0.001,0,0.001,3,3,1,1,1,1
2,0,0.0,0,0.0,4,3,1,3,1,1
3,1,0.002,0,0.002,4,3,1,4,1,1
0,0,0.228,0,0.228,3,3,1,3,1,1
1,0,0.001,0,0.001,3,3,1,1,1,1
2,0,0.0,0,0.0,4,3,1,3,1,1
3,1,0.003,0,0.003,4,3,1,4,1,1
0,0,0.159,0,0.159,3,3,1,3,1,1
1,0,0.001,0,0.001,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.002,0,0.002,3,3,1,4,1,1
0,0,0.091,0,0.091,3,3,1,3,1,1
1,0,0.0,0,0.0,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.003,0,0.003,3,3,1,4,1,1
0,0,0.121,0,0.121,3,3,1,3,1,1
1,0,0.0,0,0.0,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.003,0,0.003,3,3,1,3,1,1
0,0,0.122,0,0.122,3,3,1,3,1,1
1,0,0.001,0,0.001,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,2,1,1
3,1,0.005,0,0.005,3,3,1,2,1,1
0,0,0.149,0,0.149,3,3,1,3,1,1
1,0,0.001,0,0.001,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.003,0,0.003,3,3,1,4,1,1
0,0,0.11,0,0.11,3,3,1,3,1,1
1,0,0.0,0,0.0,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,2,1,1
3,1,0.004,0,0.004,3,3,1,2,1,1
0,0,0.1,0,0.1,3,3,1,3,1,1
1,0,0.0,0,0.0,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.003,0,0.003,3,3,1,4,1,1
0,0,0.186,0,0.186,3,3,1,3,1,1
1,0,0.001,0,0.001,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.007,0,0.007,3,3,1,3,1,1
0,0,0.169,0,0.169,3,3,1,3,1,1
1,0,0.001,0,0.001,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.004,0,0.004,3,3,1,3,1,1
0,0,0.188,0,0.188,3,3,1,3,1,1
1,0,0.001,0,0.001,3,3,1,1,1,1
2,0,0.0,0,0.0,4,3,1,4,1,1
3,1,0.004,0,0.004,4,3,1,4,1,1
0,0,0.181,0,0.181,3,3,1,3,1,1
1,0,0.002,0,0.002,3,3,1,1,1,1
2,0,0.0,0,0.0,4,3,1,4,1,1
3,1,0.007,0,0.007,4,3,1,5,1,1
0,0,0.173,0,0.173,3,3,1,3,1,1
1,0,0.002,0,0.002,3,3,1,1,1,1
2,0,0.0,0,0.0,4,3,1,4,1,1
3,1,0.003,0,0.003,4,3,1,4,1,1
0,0,0.189,0,0.189,3,3,1,3,1,1
1,0,0.002,0,0.002,3,3,1,1,1,1
2,0,0.0,0,0.0,4,3,1,3,1,1
3,1,0.003,0,0.003,4,3,1,4,1,1
0,0,0.264,0,0.264,3,3,1,3,1,1
1,0,0.003,0,0.003,3,3,1,1,1,1
2,0,0.0,0,0.0,4,3,1,4,1,1
3,1,0.007,0,0.007,4,3,1,4,1,1
0,0,0.104,0,0.104,3,3,1,3,1,1
1,0,0.0,0,0.0,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.001,0,0.001,3,3,1,4,1,1
0,0,0.079,0,0.079,3,3,1,3,1,1
1,0,0.0,0,0.0,3,3,1,1,1,1
2,0,0.0,0,0.0,4,3,1,3,1,1
3,1,0.001,0,0.001,4,3,1,4,1,1
0,0,0.018,0,0.018,3,3,1,3,1,1
1,0,0.0,0,0.0,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.0,0,0.0,3,3,1,4,1,1
0,0,0.12,0,0.12,3,3,1,3,1,1
1,0,0.001,0,0.001,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.002,0,0.002,3,3,1,4,1,1
0,0,0.214,0,0.214,3,3,1,3,1,1
1,0,0.001,0,0.001,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.003,0,0.003,3,3,1,4,1,1
0,0,0.175,0,0.175,3,3,1,3,1,1
1,0,0.002,0,0.002,3,3,1,1,1,1
2,0,0.0,0,0.0,4,3,1,3,1,1
3,1,0.003,0,0.003,3,3,1,3,1,1
0,0,0.112,0,0.112,3,3,1,3,1,1
1,0,0.001,0,0.001,3,3,1,1,1,1
2,0,0.0,0,0.0,4,3,1,3,1,1
3,1,0.003,0,0.003,4,3,1,4,1,1
0,0,0.322,0,0.322,3,3,1,3,1,1
1,0,0.002,0,0.002,3,3,1,1,1,1
2,0,0.0,0,0.0,4,3,1,3,1,1
3,1,0.004,0,0.004,3,3,1,4,1,1
0,0,0.241,0,0.241,3,3,1,3,1,1
1,0,0.001,0,0.001,3,3,1,1,1,1
2,0,0.0,0,0.0,4,3,1,3,1,1
3,1,0.003,0,0.003,3,3,1,4,1,1
0,0,0.282,0,0.282,3,3,1,3,1,1
1,0,0.002,0,0.002,3,3,1,1,1,1
2,0,0.0,0,0.0,4,3,1,4,1,1
3,1,0.005,0,0.005,4,3,1,4,1,1
0,0,0.419,0,0.419,3,3,1,3,1,1
1,0,0.003,0,0.003,3,3,1,1,1,1
2,0,0.0,0,0.0,4,3,1,4,1,1
3,1,0.009,0,0.009,4,3,1,4,1,1
0,0,0.165,0,0.165,3,3,1,3,1,1
1,0,0.001,0,0.001,3,3,1,1,1,1
2,0,0.0,0,0.0,4,3,1,4,1,1
3,1,0.004,0,0.004,4,3,1,4,1,1
0,0,0.175,0,0.175,3,3,1,3,1,1
1,0,0.001,0,0.001,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.004,0,0.004,3,3,1,3,1,1
0,0,0.109,0,0.109,3,3,1,3,1,1
1,0,0.0,0,0.0,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.008,0,0.008,2,3,1,2,1,1
0,0,0.159,0,0.159,3,3,1,3,1,1
1,0,0.001,0,0.001,4,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.029,0,0.029,4,3,1,5,1,1
0,0,0.079,0,0.079,3,3,1,3,1,1
1,0,0.0,0,0.0,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.003,0,0.003,3,3,1,3,1,1
0,0,0.161,0,0.161,3,3,1,3,1,1
1,0,0.001,0,0.001,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.002,0,0.002,3,3,1,4,1,1
0,0,0.042,0,0.042,3,3,1,3,1,1
1,0,0.0,0,0.0,4,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.001,0,0.001,3,3,1,3,1,1
0,0,0.218,0,0.218,3,3,1,3,1,1
1,0,0.001,0,0.001,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.003,0,0.003,3,3,1,4,1,1
0,0,0.118,0,0.118,3,3,1,3,1,1
1,0,0.0,0,0.0,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.002,0,0.002,3,3,1,4,1,1
0,0,0.275,0,0.275,3,3,1,3,1,1
1,0,0.002,0,0.002,3,3,1,1,1,1
2,0,0.0,0,0.0,4,3,1,3,1,1
3,1,0.004,0,0.004,4,3,1,4,1,1
0,0,0.093,0,0.093,3,3,1,3,1,1
1,0,0.0,0,0.0,3,3,1,1,1,1
2,0,0.0,0,0.0,3,3,1,3,1,1
3,1,0.001,0,0.001,3,3,1,4,1,1
0,0,0.165,0,0.165,3,3,1,3,1,1
1,0,0.001,0,0.001,3,3,1,1,1,1
2,0,0.0,0,0.0,4,3,1,3,1,1
3,1,0.007,0,0.007,4,3,1,5,1,1
0,0,0.0,0,0.0,4,3,1,5,1,1
1,0,0.0,0,0.0,4,3,1,5,1,1
2,0,0.0,0,0.0,4,3,1,5,1,1
3,1,0.0,0,0.0,4,3,1,5,1,1
0,0,0.438,0.068,0.506,4,3,1,4,1,0
1,0,0.001,0.001,0.002,4,3,1,1,1,0
2,0,0.002,0.0,0.002,4,3,1,4,1,0
3,1,0.002,0.0,0.002,3,3,1,3,1,0
0,0,0.693,0.076,0.769,4,3,1,4,1,0
1,0,0.006,0.001,0.007,3,3,1,1,1,0
2,0,0.004,0.0,0.004,4,3,1,4,1,0
3,1,0.004,0.0,0.004,3,3,1,3,1,0
0,0,0.182,0.122,0.304,3,3,1,4,1,0
1,0,0.001,0.001,0.002,4,3,1,1,1,0
2,0,0.001,0.0,0.001,4,3,1,4,1,0
3,1,0.003,0.0,0.003,3,3,1,3,1,0
0,0,0.18,0.112,0.292,4,3,1,4,1,0
1,0,0.001,0.001,0.001,4,3,1,1,1,0
2,0,0.001,0.0,0.001,4,3,1,4,1,0
3,1,0.002,0.0,0.002,3,3,1,3,1,0
0,0,0.392,0.089,0.482,4,3,1,5,1,0
1,0,0.001,0.001,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,4,1,0
3,1,0.002,0.0,0.002,3,3,1,4,1,0
0,0,0.374,0.07,0.443,4,3,1,4,1,0
1,0,0.001,0.001,0.002,4,3,1,1,1,0
2,0,0.003,0.0,0.003,4,3,1,4,1,0
3,1,0.003,0.0,0.003,3,3,1,3,1,0
0,0,0.481,0.053,0.535,3,3,1,4,1,0
1,0,0.071,0.001,0.072,3,3,1,1,1,0
2,0,0.001,0.0,0.001,4,3,1,3,1,0
3,1,0.004,0.0,0.004,3,3,1,3,1,0
0,0,0.555,0.053,0.609,4,3,1,4,1,0
1,0,0.077,0.001,0.078,4,3,1,1,1,0
2,0,0.004,0.0,0.004,4,3,1,4,1,0
3,1,0.003,0.0,0.003,3,3,1,4,1,0
0,0,0.712,0.059,0.772,4,3,1,4,1,0
1,0,0.007,0.001,0.008,3,3,1,1,1,0
2,0,0.001,0.0,0.001,4,3,1,3,1,0
3,1,0.004,0.0,0.004,3,3,1,4,1,0
0,0,0.18,0.068,0.248,4,3,1,4,1,0
1,0,0.028,0.001,0.029,2,3,1,1,1,0
2,0,0.001,0.0,0.001,4,3,1,4,1,0
3,1,0.002,0.0,0.002,3,3,1,4,1,0
0,0,0.225,0.071,0.295,4,3,1,4,1,0
1,0,0.001,0.001,0.002,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.002,0.0,0.002,3,3,1,4,1,0
0,0,0.239,0.103,0.342,4,3,1,4,1,0
1,0,0.001,0.001,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.002,0.0,0.002,3,3,1,3,1,0
0,0,0.31,0.0,0.31,3,3,1,3,1,0
1,0,0.005,0.0,0.005,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,2,1,0
3,1,0.002,0.0,0.002,3,3,1,4,1,0
0,0,0.348,0.077,0.426,4,3,1,3,1,0
1,0,0.016,0.001,0.017,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,2,1,0
3,1,0.005,0.0,0.005,3,3,1,2,1,0
0,0,0.286,0.184,0.47,3,3,1,4,1,0
1,0,0.038,0.002,0.04,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,2,1,0
3,1,0.003,0.0,0.003,3,3,1,3,1,0
0,0,1.343,0.074,1.416,4,3,1,4,1,0
1,0,0.002,0.001,0.003,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.007,0.0,0.007,3,3,1,2,1,0
0,0,1.175,0.067,1.242,4,3,1,2,1,0
1,0,0.002,0.001,0.003,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.01,0.0,0.01,2,3,1,2,1,0
0,0,0.393,0.12,0.513,3,3,1,4,1,0
1,0,0.002,0.001,0.003,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.003,0.0,0.003,3,3,1,3,1,0
0,0,0.598,0.162,0.76,4,3,1,4,1,0
1,0,0.003,0.002,0.005,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.004,0.0,0.004,3,3,1,3,1,0
0,0,0.319,0.0,0.319,3,3,1,3,1,0
1,0,0.009,0.0,0.009,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.004,0.0,0.004,3,3,1,2,1,0
0,0,0.351,0.0,0.351,3,3,1,4,1,0
1,0,0.008,0.0,0.008,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.004,0.0,0.004,3,3,1,2,1,0
0,0,4.091,0.0,4.091,2,3,1,2,1,0
1,0,0.006,0.0,0.006,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,2,1,0
3,1,0.014,0.0,0.014,2,3,1,1,1,0
0,0,0.613,0.0,0.613,3,3,1,2,1,0
1,0,0.01,0.0,0.01,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,2,1,0
3,1,0.004,0.0,0.004,3,3,1,3,1,0
0,0,0.402,0.0,0.402,3,3,1,3,1,0
1,0,0.009,0.0,0.009,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,1,1,0
3,1,0.008,0.0,0.008,4,3,1,4,1,0
0,0,0.431,0.0,0.431,3,3,1,4,1,0
1,0,0.002,0.0,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.031,0.0,0.031,4,3,1,5,1,0
0,0,0.34,0.0,0.34,3,3,1,4,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.033,0.0,0.033,4,3,1,5,1,0
0,0,0.248,0.0,0.248,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.03,0.0,0.03,4,3,1,5,1,0
0,0,0.37,0.0,0.37,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.021,0.0,0.021,4,3,1,4,1,0
0,0,0.37,0.0,0.37,3,3,1,4,1,0
1,0,0.004,0.0,0.004,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.01,0.0,0.01,4,3,1,4,1,0
